payment_id,customer_id,payment_amount,failure_type,retry_count,successful_payments,failed_payments,customer_age_days,days_since_failure,payment_method,previous_recovery_rate,recovered
pay_03873,cust_1263,402.15,expired_card,3,1,4,451,1.45,netbanking,0.2,0
pay_03874,cust_1354,989.81,bank_timeout,2,1,5,943,3.85,netbanking,0.167,0
pay_03875,cust_1846,835.44,expired_card,0,20,0,270,2.61,card,1.0,1
pay_03876,cust_2373,221.08,authentication_failed,2,4,1,549,4.58,netbanking,0.8,0
pay_03877,cust_1361,401.94,expired_card,1,19,4,177,2.99,netbanking,0.826,0
pay_03878,cust_0134,756.87,expired_card,2,15,8,839,1.08,netbanking,0.652,1
pay_03879,cust_2230,212.53,bank_timeout,2,17,8,449,2.88,card,0.68,1
pay_03880,cust_1253,4763.81,authentication_failed,1,8,0,770,3.0,card,1.0,1
pay_03881,cust_0482,476.26,bank_timeout,3,2,7,929,0.26,netbanking,0.222,0
pay_03882,cust_0153,489.5,bank_timeout,1,8,8,977,0.61,netbanking,0.5,0
pay_03883,cust_2387,9187.72,bank_timeout,2,13,1,308,1.42,upi,0.929,1
pay_03884,cust_0637,8134.08,insufficient_funds,0,19,3,707,0.73,card,0.864,1
pay_03885,cust_1366,242.69,insufficient_funds,1,5,4,798,3.55,upi,0.556,1
pay_03886,cust_2454,9519.01,insufficient_funds,0,12,6,761,2.86,card,0.667,1
pay_03887,cust_2115,225.41,bank_timeout,1,7,0,155,2.16,netbanking,1.0,1
pay_03888,cust_2375,9907.65,bank_timeout,1,17,3,427,2.57,card,0.85,1
pay_03889,cust_0408,287.03,invalid_card,0,10,3,554,3.4,upi,0.769,0
pay_03890,cust_2341,2459.51,bank_timeout,0,13,8,266,2.05,netbanking,0.619,1
pay_03891,cust_1358,7900.32,bank_timeout,2,3,0,882,4.7,upi,1.0,1
pay_03892,cust_2388,222.87,expired_card,2,2,8,349,3.01,upi,0.2,0
pay_03893,cust_1508,711.66,insufficient_funds,1,4,8,342,0.79,upi,0.333,0
pay_03894,cust_2149,820.91,insufficient_funds,0,20,7,206,1.98,card,0.741,1
pay_03895,cust_0436,1525.13,invalid_card,0,7,1,327,1.88,netbanking,0.875,1
pay_03896,cust_1556,686.07,expired_card,1,0,0,148,0.65,card,0.0,0
pay_03897,cust_0270,650.88,invalid_card,3,16,0,898,1.92,netbanking,1.0,0
pay_03898,cust_0566,944.89,invalid_card,2,18,7,439,3.15,card,0.72,1
pay_03899,cust_1938,867.28,expired_card,3,20,4,109,0.41,upi,0.833,0
pay_03900,cust_1425,5029.41,invalid_card,3,12,3,252,2.87,card,0.8,0
pay_03901,cust_2073,1226.25,invalid_card,0,11,2,161,0.32,upi,0.846,1
pay_03902,cust_0271,242.21,expired_card,1,11,3,271,3.28,card,0.786,1
pay_03903,cust_0567,262.07,invalid_card,3,12,7,344,3.42,card,0.632,0
pay_03904,cust_1693,1228.84,insufficient_funds,0,11,7,588,4.52,card,0.611,1
pay_03905,cust_0526,1394.31,authentication_failed,0,5,6,338,0.74,upi,0.455,0
pay_03906,cust_1652,1604.37,invalid_card,1,14,1,861,1.48,netbanking,0.933,0
pay_03907,cust_2259,3161.41,insufficient_funds,3,16,4,677,1.6,card,0.8,0
pay_03908,cust_0202,2649.77,bank_timeout,2,7,7,652,4.15,upi,0.5,0
pay_03909,cust_1664,6770.59,invalid_card,0,17,8,107,2.09,card,0.68,0
pay_03910,cust_2155,4541.6,invalid_card,3,14,8,788,1.53,upi,0.636,0
pay_03911,cust_0514,337.84,authentication_failed,0,10,6,537,1.7,netbanking,0.625,1
pay_03912,cust_1167,1669.91,expired_card,3,19,7,682,4.06,netbanking,0.731,0
pay_03913,cust_1886,379.34,expired_card,2,10,3,57,4.96,netbanking,0.769,1
pay_03914,cust_0292,3730.2,bank_timeout,1,3,2,618,3.17,upi,0.6,1
pay_03915,cust_1464,1516.41,bank_timeout,0,15,7,325,3.21,upi,0.682,1
pay_03916,cust_1455,577.85,expired_card,3,9,2,547,3.75,card,0.818,1
pay_03917,cust_0631,1550.13,authentication_failed,0,14,2,415,1.77,upi,0.875,1
pay_03918,cust_0253,4949.88,invalid_card,3,14,3,479,0.93,card,0.824,0
pay_03919,cust_0138,1321.43,invalid_card,1,5,0,413,3.69,netbanking,1.0,0
pay_03920,cust_1731,417.49,expired_card,2,8,5,159,1.17,netbanking,0.615,0
pay_03921,cust_1025,373.11,bank_timeout,3,15,6,794,0.27,card,0.714,1
pay_03922,cust_0240,1489.66,insufficient_funds,3,10,1,646,1.94,netbanking,0.909,1
pay_03923,cust_2418,5360.93,expired_card,0,8,3,306,4.5,card,0.727,0
pay_03924,cust_0736,208.84,invalid_card,1,5,2,604,2.39,upi,0.714,0
pay_03925,cust_2448,8136.37,expired_card,3,1,1,527,3.89,card,0.5,0
pay_03926,cust_1930,399.3,insufficient_funds,0,6,0,698,1.82,card,1.0,0
pay_03927,cust_2378,603.73,bank_timeout,3,15,5,75,1.42,card,0.75,0
pay_03928,cust_2148,1484.07,authentication_failed,3,17,4,449,0.27,netbanking,0.81,0
pay_03929,cust_0450,1835.82,expired_card,2,4,7,629,1.31,netbanking,0.364,0
pay_03930,cust_2409,9186.07,insufficient_funds,3,19,0,349,2.42,netbanking,1.0,0
pay_03931,cust_1557,2220.82,expired_card,0,18,0,805,4.0,upi,1.0,1
pay_03932,cust_0813,7620.98,insufficient_funds,0,6,5,453,3.91,upi,0.545,1
pay_03933,cust_0690,8270.31,expired_card,3,0,4,580,3.82,upi,0.0,0
pay_03934,cust_1464,2185.73,invalid_card,1,5,2,719,2.08,netbanking,0.714,1
pay_03935,cust_2479,220.38,bank_timeout,1,14,2,845,4.84,upi,0.875,1
pay_03936,cust_0317,645.29,expired_card,2,2,8,483,1.72,card,0.2,0
pay_03937,cust_1960,5620.19,bank_timeout,2,11,8,949,4.11,card,0.579,0
pay_03938,cust_0965,2170.03,insufficient_funds,1,6,7,553,1.17,netbanking,0.462,0
pay_03939,cust_0461,5723.04,invalid_card,0,17,0,522,2.99,netbanking,1.0,1
pay_03940,cust_1709,8680.15,expired_card,1,13,0,317,2.4,card,1.0,1
pay_03941,cust_0024,384.64,expired_card,0,6,7,325,2.3,card,0.462,0
pay_03942,cust_0724,7415.39,authentication_failed,2,18,5,296,0.87,netbanking,0.783,0
pay_03943,cust_1707,562.85,invalid_card,1,4,4,60,3.43,netbanking,0.5,0
pay_03944,cust_0713,2563.18,authentication_failed,0,20,6,972,0.47,netbanking,0.769,0
pay_03945,cust_2053,206.64,expired_card,1,7,6,770,0.97,card,0.538,0
pay_03946,cust_0601,3889.04,expired_card,2,4,6,530,1.24,netbanking,0.4,0
pay_03947,cust_0549,854.73,insufficient_funds,2,7,2,357,0.35,upi,0.778,1
pay_03948,cust_0395,9115.41,expired_card,0,2,6,376,4.09,upi,0.25,0
pay_03949,cust_0281,1346.81,insufficient_funds,1,18,6,466,4.09,card,0.75,1
pay_03950,cust_0020,974.24,authentication_failed,3,9,7,97,4.88,upi,0.562,0
pay_03951,cust_0383,7607.83,bank_timeout,0,18,1,580,1.39,card,0.947,1
pay_03952,cust_1637,682.11,invalid_card,2,2,6,499,4.42,netbanking,0.25,0
pay_03953,cust_1723,393.64,authentication_failed,3,18,7,445,0.4,upi,0.72,0
pay_03954,cust_0753,2965.9,insufficient_funds,1,14,0,785,1.42,upi,1.0,1
pay_03955,cust_1032,5926.22,bank_timeout,3,14,7,812,1.43,card,0.667,1
pay_03956,cust_1120,572.42,insufficient_funds,3,6,8,124,3.37,netbanking,0.429,1
pay_03957,cust_2361,1887.07,insufficient_funds,1,18,5,583,1.26,card,0.783,1
pay_03958,cust_2292,297.08,insufficient_funds,2,6,5,119,4.83,upi,0.545,0
pay_03959,cust_1302,865.2,insufficient_funds,3,2,1,945,5.0,netbanking,0.667,0
pay_03960,cust_0944,477.93,expired_card,1,7,8,997,4.51,upi,0.467,0
pay_03961,cust_1326,741.9,bank_timeout,3,17,2,613,4.74,card,0.895,1
pay_03962,cust_2425,627.1,authentication_failed,2,14,1,720,2.83,upi,0.933,0
pay_03963,cust_2347,485.25,invalid_card,1,11,4,641,3.06,netbanking,0.733,1
pay_03964,cust_0438,660.8,bank_timeout,3,3,3,454,2.38,netbanking,0.5,0
pay_03965,cust_1192,1200.83,expired_card,1,14,0,525,3.79,card,1.0,1
pay_03966,cust_0971,313.77,invalid_card,2,7,1,208,0.63,netbanking,0.875,1
pay_03967,cust_2166,7640.66,authentication_failed,1,19,6,487,4.93,upi,0.76,1
pay_03968,cust_0216,280.86,invalid_card,3,10,8,424,3.48,upi,0.556,1
pay_03969,cust_2013,507.12,expired_card,1,3,7,372,1.7,upi,0.3,0
pay_03970,cust_0005,918.13,authentication_failed,2,1,3,647,4.38,netbanking,0.25,0
pay_03971,cust_0515,452.62,authentication_failed,0,8,2,394,4.68,upi,0.8,0
pay_03972,cust_0254,695.77,authentication_failed,2,5,8,803,2.66,upi,0.385,1
pay_03973,cust_0778,9941.01,authentication_failed,2,6,5,578,3.53,card,0.545,0
pay_03974,cust_1495,9173.41,invalid_card,2,16,6,750,4.02,card,0.727,0
pay_03975,cust_2358,666.72,invalid_card,3,6,6,444,0.97,netbanking,0.5,0
pay_03976,cust_2038,1231.63,bank_timeout,2,19,5,385,4.89,netbanking,0.792,1
pay_03977,cust_2481,1095.27,authentication_failed,1,19,4,581,2.12,netbanking,0.826,0
pay_03978,cust_0251,2407.05,expired_card,3,18,3,747,4.18,card,0.857,1
pay_03979,cust_1226,2793.29,bank_timeout,2,8,4,769,4.38,card,0.667,1
pay_03980,cust_0136,730.84,authentication_failed,3,8,0,346,0.21,upi,1.0,0
pay_03981,cust_1516,246.67,bank_timeout,2,14,6,419,4.68,upi,0.7,1
pay_03982,cust_0949,9169.79,expired_card,0,18,0,434,3.55,card,1.0,0
pay_03983,cust_1449,428.97,invalid_card,1,8,6,135,1.88,card,0.571,0
pay_03984,cust_0172,855.36,authentication_failed,1,1,2,872,1.66,card,0.333,0
pay_03985,cust_0863,384.46,insufficient_funds,3,8,7,210,3.12,upi,0.533,0
pay_03986,cust_0225,998.61,authentication_failed,2,19,7,383,2.45,card,0.731,0
pay_03987,cust_1200,3954.68,bank_timeout,1,7,8,587,4.47,card,0.467,0
pay_03988,cust_1698,784.8,insufficient_funds,1,9,1,243,0.3,netbanking,0.9,1
pay_03989,cust_1730,2541.14,authentication_failed,1,11,3,925,4.98,card,0.786,0
pay_03990,cust_0487,840.74,bank_timeout,1,20,0,806,3.55,upi,1.0,1
pay_03991,cust_1860,859.14,insufficient_funds,0,13,3,612,0.91,upi,0.812,0
pay_03992,cust_0901,219.11,insufficient_funds,0,17,0,187,4.63,netbanking,1.0,1
pay_03993,cust_0965,9979.58,insufficient_funds,1,11,7,652,4.43,netbanking,0.611,1
pay_03994,cust_0983,433.7,authentication_failed,1,11,4,961,3.92,netbanking,0.733,0
pay_03995,cust_0758,624.26,expired_card,1,7,8,749,1.39,card,0.467,0
pay_03996,cust_0590,2266.72,expired_card,0,19,0,700,1.04,card,1.0,0
pay_03997,cust_1496,2789.07,bank_timeout,0,0,6,900,3.62,netbanking,0.0,1
pay_03998,cust_0928,1368.44,bank_timeout,0,5,4,620,2.01,upi,0.556,1
pay_03999,cust_2135,1470.7,expired_card,1,0,1,31,3.43,netbanking,0.0,0
pay_04000,cust_0459,2806.04,expired_card,2,17,4,533,3.01,upi,0.81,0
pay_04001,cust_0017,8093.98,insufficient_funds,1,5,1,769,3.29,card,0.833,1
pay_04002,cust_1869,805.54,authentication_failed,0,6,2,36,3.49,card,0.75,1
pay_04003,cust_0434,415.93,insufficient_funds,3,5,5,867,4.18,card,0.5,0
pay_04004,cust_1339,6018.8,insufficient_funds,0,15,6,818,4.64,netbanking,0.714,0
pay_04005,cust_0867,5442.31,invalid_card,3,17,2,150,4.54,upi,0.895,0
pay_04006,cust_2004,2705.71,authentication_failed,2,17,2,684,3.15,netbanking,0.895,0
pay_04007,cust_1506,967.43,authentication_failed,2,19,0,627,4.49,netbanking,1.0,0
pay_04008,cust_2322,648.2,invalid_card,1,14,8,958,3.58,upi,0.636,0
pay_04009,cust_0719,6555.85,expired_card,3,13,5,950,3.35,upi,0.722,1
pay_04010,cust_2035,1235.11,insufficient_funds,3,19,6,975,1.47,upi,0.76,0
pay_04011,cust_1381,686.65,expired_card,3,0,4,923,0.91,upi,0.0,0
pay_04012,cust_1075,312.37,expired_card,3,13,0,739,4.76,netbanking,1.0,1
pay_04013,cust_1597,2636.99,insufficient_funds,2,3,6,175,3.84,netbanking,0.333,0
pay_04014,cust_1353,898.51,bank_timeout,1,3,2,814,3.9,upi,0.6,0
pay_04015,cust_0919,2633.22,invalid_card,3,12,3,361,4.79,card,0.8,0
pay_04016,cust_0393,7130.19,insufficient_funds,0,4,5,312,1.91,upi,0.444,0
pay_04017,cust_2296,864.33,expired_card,2,18,1,473,2.99,netbanking,0.947,1
pay_04018,cust_0913,2289.61,bank_timeout,3,20,5,111,0.74,card,0.8,0
pay_04019,cust_0029,2095.87,authentication_failed,1,2,1,111,1.51,upi,0.667,1
pay_04020,cust_2488,325.98,insufficient_funds,0,9,5,649,3.78,upi,0.643,1
pay_04021,cust_0418,384.54,expired_card,3,11,8,242,1.38,netbanking,0.579,0
pay_04022,cust_1192,1335.89,bank_timeout,2,2,8,221,2.77,card,0.2,1
pay_04023,cust_1668,784.57,expired_card,0,11,4,152,1.74,upi,0.733,1
pay_04024,cust_0495,8843.56,insufficient_funds,3,0,6,124,4.55,upi,0.0,0
pay_04025,cust_1736,556.26,authentication_failed,1,12,5,825,3.95,upi,0.706,0
pay_04026,cust_2409,447.93,invalid_card,1,4,6,643,4.21,netbanking,0.4,0
pay_04027,cust_0453,445.19,invalid_card,1,15,6,157,0.2,card,0.714,0
pay_04028,cust_0696,1153.84,expired_card,3,18,1,372,4.76,netbanking,0.947,0
pay_04029,cust_1923,1522.45,invalid_card,1,15,5,610,4.35,card,0.75,0
pay_04030,cust_1101,8147.56,insufficient_funds,0,20,1,152,3.63,card,0.952,1
pay_04031,cust_0958,804.44,bank_timeout,2,7,2,312,0.5,card,0.778,0
pay_04032,cust_1812,3687.9,authentication_failed,3,7,3,793,2.6,upi,0.7,0
pay_04033,cust_0168,861.6,insufficient_funds,1,5,0,342,1.48,netbanking,1.0,1
pay_04034,cust_1204,3785.4,authentication_failed,0,13,4,630,1.83,netbanking,0.765,1
pay_04035,cust_0457,1581.53,authentication_failed,0,0,2,553,1.54,netbanking,0.0,0
pay_04036,cust_0546,548.65,insufficient_funds,3,15,4,244,1.36,card,0.789,0
pay_04037,cust_0919,8171.28,authentication_failed,2,20,1,539,1.19,card,0.952,1
pay_04038,cust_1008,759.76,insufficient_funds,2,4,7,661,2.15,card,0.364,0
pay_04039,cust_1508,5697.24,insufficient_funds,0,13,2,74,2.62,netbanking,0.867,1
pay_04040,cust_0434,8424.51,invalid_card,2,6,6,186,4.16,upi,0.5,0
pay_04041,cust_0524,233.88,insufficient_funds,2,8,6,584,4.6,card,0.571,0
pay_04042,cust_2376,2638.88,authentication_failed,2,11,4,714,4.57,netbanking,0.733,0
pay_04043,cust_2392,796.31,insufficient_funds,3,8,4,158,3.43,upi,0.667,0
pay_04044,cust_1835,2137.45,invalid_card,0,9,4,294,1.6,upi,0.692,1
pay_04045,cust_1488,757.89,expired_card,3,9,6,355,4.34,card,0.6,0
pay_04046,cust_2295,9867.43,authentication_failed,1,2,3,991,3.02,upi,0.4,0
pay_04047,cust_0917,2234.29,authentication_failed,1,15,7,525,4.49,card,0.682,0
pay_04048,cust_0543,2474.89,bank_timeout,2,3,2,354,4.86,card,0.6,0
pay_04049,cust_0007,413.97,bank_timeout,3,4,2,265,4.88,upi,0.667,1
pay_04050,cust_1865,3481.8,expired_card,3,1,0,906,2.21,card,1.0,0
pay_04051,cust_0661,7647.63,invalid_card,1,11,2,129,4.96,card,0.846,0
pay_04052,cust_2175,2934.36,authentication_failed,3,7,2,1000,0.53,card,0.778,1
pay_04053,cust_2473,283.34,authentication_failed,2,16,8,757,3.37,netbanking,0.667,1
pay_04054,cust_2162,549.76,authentication_failed,3,17,3,322,0.76,card,0.85,1
pay_04055,cust_0009,2315.39,expired_card,2,6,3,320,2.86,card,0.667,0
pay_04056,cust_1859,1889.18,insufficient_funds,1,5,4,181,1.46,netbanking,0.556,0
pay_04057,cust_0803,447.39,authentication_failed,0,14,3,144,1.94,netbanking,0.824,1
pay_04058,cust_0908,6609.88,bank_timeout,2,15,8,274,4.21,upi,0.652,0
pay_04059,cust_0117,559.3,expired_card,3,19,1,81,0.82,upi,0.95,1
pay_04060,cust_0457,751.06,expired_card,2,5,0,481,1.98,upi,1.0,1
pay_04061,cust_2388,538.47,insufficient_funds,3,15,8,620,1.85,card,0.652,0
pay_04062,cust_1746,320.71,insufficient_funds,2,9,0,799,0.81,upi,1.0,1
pay_04063,cust_1793,4555.68,bank_timeout,3,11,1,55,4.92,upi,0.917,0
pay_04064,cust_0080,2500.05,bank_timeout,3,20,3,591,1.42,netbanking,0.87,1
pay_04065,cust_1848,1182.07,expired_card,0,12,3,911,0.33,netbanking,0.8,1
pay_04066,cust_0723,4112.4,bank_timeout,1,10,1,125,0.78,upi,0.909,1
pay_04067,cust_2136,479.27,insufficient_funds,3,4,3,481,0.22,card,0.571,0
pay_04068,cust_0152,726.73,expired_card,1,18,2,363,1.48,card,0.9,1
pay_04069,cust_1612,4949.71,bank_timeout,3,19,1,334,1.92,card,0.95,1
pay_04070,cust_2438,1769.37,bank_timeout,3,5,4,477,2.18,card,0.556,0
pay_04071,cust_1573,7885.01,insufficient_funds,2,20,7,632,0.16,upi,0.741,0
pay_04072,cust_1457,667.33,insufficient_funds,3,8,2,405,1.52,upi,0.8,1
pay_04073,cust_1843,3581.66,insufficient_funds,1,9,8,667,2.48,netbanking,0.529,1
pay_04074,cust_0910,1245.6,bank_timeout,2,5,1,128,3.88,netbanking,0.833,1
pay_04075,cust_1303,1009.66,bank_timeout,3,19,0,750,2.67,netbanking,1.0,1
pay_04076,cust_2245,1481.68,expired_card,1,13,4,358,1.39,netbanking,0.765,1
pay_04077,cust_2302,6955.52,expired_card,2,9,2,677,2.95,card,0.818,0
pay_04078,cust_0237,6710.85,expired_card,2,18,7,937,3.39,upi,0.72,0
pay_04079,cust_1343,6656.95,invalid_card,2,7,0,807,2.61,card,1.0,0
pay_04080,cust_1367,1807.7,expired_card,0,19,3,725,4.54,card,0.864,0
pay_04081,cust_0651,705.95,invalid_card,1,6,7,951,0.62,upi,0.462,0
pay_04082,cust_0035,8543.12,bank_timeout,0,17,7,389,2.32,upi,0.708,1
pay_04083,cust_1501,260.17,bank_timeout,0,2,4,349,4.05,netbanking,0.333,0
pay_04084,cust_1121,2914.63,insufficient_funds,0,6,6,534,1.71,netbanking,0.5,1
pay_04085,cust_0059,1444.05,insufficient_funds,0,14,1,882,1.03,card,0.933,0
pay_04086,cust_0139,424.13,authentication_failed,3,14,0,595,2.38,upi,1.0,1
pay_04087,cust_0959,984.58,invalid_card,1,15,4,453,4.64,upi,0.789,1
pay_04088,cust_0346,9383.81,invalid_card,0,0,7,86,0.41,upi,0.0,0
pay_04089,cust_0883,238.68,authentication_failed,3,3,0,569,4.56,card,1.0,1
pay_04090,cust_0999,442.23,insufficient_funds,1,4,1,203,3.54,card,0.8,1
pay_04091,cust_2293,447.63,insufficient_funds,0,17,1,781,1.96,card,0.944,1
pay_04092,cust_0803,8479.51,invalid_card,3,2,0,888,4.91,netbanking,1.0,0
pay_04093,cust_1154,9580.02,bank_timeout,1,4,5,144,2.88,card,0.444,0
pay_04094,cust_1054,9557.33,insufficient_funds,3,4,1,94,4.5,upi,0.8,0
pay_04095,cust_1986,2624.67,authentication_failed,2,10,0,190,3.56,upi,1.0,1
pay_04096,cust_0642,541.73,expired_card,0,10,7,1000,1.79,upi,0.588,0
pay_04097,cust_1347,939.19,invalid_card,1,11,2,262,0.67,card,0.846,1
pay_04098,cust_1897,643.45,bank_timeout,1,0,6,122,3.48,card,0.0,1
pay_04099,cust_0534,6146.84,expired_card,1,5,8,793,2.5,upi,0.385,1
pay_04100,cust_0045,1123.5,authentication_failed,1,1,6,457,2.02,upi,0.143,0
pay_04101,cust_1840,718.06,authentication_failed,2,19,1,958,4.91,upi,0.95,1
pay_04102,cust_0171,1245.89,expired_card,2,9,6,382,2.39,upi,0.6,0
pay_04103,cust_0484,906.8,expired_card,3,16,3,680,4.23,card,0.842,0
pay_04104,cust_2135,731.67,invalid_card,3,10,4,804,3.69,upi,0.714,0
pay_04105,cust_1186,2536.19,invalid_card,2,10,4,693,0.39,netbanking,0.714,0
pay_04106,cust_0124,5101.46,invalid_card,2,11,3,597,4.95,upi,0.786,1
pay_04107,cust_0706,2959.46,bank_timeout,2,12,6,557,4.06,card,0.667,0
pay_04108,cust_0543,2925.57,invalid_card,2,9,2,710,0.13,netbanking,0.818,0
pay_04109,cust_0906,4412.64,invalid_card,0,11,7,523,4.86,card,0.611,0
pay_04110,cust_0407,473.27,invalid_card,1,2,5,279,3.09,card,0.286,0
pay_04111,cust_0658,9126.26,expired_card,0,12,3,949,3.04,card,0.8,1
pay_04112,cust_1493,942.6,insufficient_funds,0,1,8,879,0.55,upi,0.111,0
pay_04113,cust_0125,926.62,invalid_card,1,4,0,723,1.94,upi,1.0,0
pay_04114,cust_1627,368.76,authentication_failed,3,6,2,922,2.03,card,0.75,0
pay_04115,cust_1824,612.94,insufficient_funds,0,14,5,264,4.31,netbanking,0.737,0
pay_04116,cust_2061,458.38,expired_card,3,9,2,636,1.18,card,0.818,0
pay_04117,cust_1542,2460.34,bank_timeout,1,16,1,452,2.54,netbanking,0.941,1
pay_04118,cust_0551,406.16,expired_card,2,15,4,282,2.83,netbanking,0.789,0
pay_04119,cust_2392,6557.59,bank_timeout,2,10,7,964,2.86,netbanking,0.588,0
pay_04120,cust_2416,2594.42,insufficient_funds,2,4,1,51,0.15,netbanking,0.8,0
pay_04121,cust_1230,8326.71,invalid_card,2,8,5,243,2.87,netbanking,0.615,0
pay_04122,cust_0129,719.65,invalid_card,1,6,3,610,1.76,netbanking,0.667,0
pay_04123,cust_0989,864.76,expired_card,2,6,5,911,3.33,netbanking,0.545,0
pay_04124,cust_1513,602.87,insufficient_funds,2,5,4,400,2.7,card,0.556,0
pay_04125,cust_2005,441.01,insufficient_funds,2,3,7,273,3.37,upi,0.3,0
pay_04126,cust_1495,705.22,insufficient_funds,0,10,6,623,1.61,upi,0.625,0
pay_04127,cust_0903,364.96,bank_timeout,1,11,8,727,2.96,upi,0.579,1
pay_04128,cust_0232,890.95,expired_card,1,15,3,655,2.18,upi,0.833,0
pay_04129,cust_1150,888.59,insufficient_funds,1,17,6,706,2.71,netbanking,0.739,0
pay_04130,cust_1949,366.51,expired_card,3,14,2,78,3.5,card,0.875,1
pay_04131,cust_1801,8787.38,authentication_failed,0,20,2,780,2.78,netbanking,0.909,0
pay_04132,cust_1622,1550.31,authentication_failed,1,3,1,119,1.67,card,0.75,0
pay_04133,cust_2220,981.19,insufficient_funds,0,12,0,762,1.3,netbanking,1.0,0
pay_04134,cust_1675,1738.28,bank_timeout,0,13,5,438,0.56,card,0.722,1
pay_04135,cust_0254,7340.22,insufficient_funds,2,16,4,727,1.67,netbanking,0.8,1
pay_04136,cust_1110,1059.28,expired_card,3,15,7,972,1.53,netbanking,0.682,0
pay_04137,cust_1203,468.61,authentication_failed,0,12,3,235,3.81,card,0.8,1
pay_04138,cust_1503,891.85,insufficient_funds,3,11,7,734,2.58,upi,0.611,0
pay_04139,cust_1556,2998.25,insufficient_funds,3,13,6,75,4.69,upi,0.684,0
pay_04140,cust_2358,678.2,invalid_card,0,13,8,661,2.11,card,0.619,0
pay_04141,cust_1418,1271.75,invalid_card,0,20,4,95,0.99,upi,0.833,1
pay_04142,cust_1115,1519.73,authentication_failed,2,18,6,81,0.13,card,0.75,1
pay_04143,cust_0276,364.65,invalid_card,1,16,8,154,3.0,netbanking,0.667,0
pay_04144,cust_2383,572.4,authentication_failed,3,19,2,128,2.13,card,0.905,0
pay_04145,cust_0012,8158.41,invalid_card,0,3,8,62,4.83,netbanking,0.273,0
pay_04146,cust_1766,3875.74,bank_timeout,0,10,2,732,2.64,upi,0.833,1
pay_04147,cust_0921,8835.86,expired_card,0,15,7,235,0.48,netbanking,0.682,1
pay_04148,cust_0342,883.11,insufficient_funds,2,4,7,722,4.76,card,0.364,1
pay_04149,cust_0747,9666.21,expired_card,0,16,2,358,2.24,card,0.889,0
pay_04150,cust_1737,7172.37,bank_timeout,0,10,4,577,3.5,upi,0.714,0
pay_04151,cust_1694,2475.39,insufficient_funds,2,0,3,236,1.49,card,0.0,0
pay_04152,cust_0051,8918.05,expired_card,2,20,4,468,3.53,upi,0.833,0
pay_04153,cust_1248,8930.57,bank_timeout,1,3,2,945,1.72,netbanking,0.6,1
pay_04154,cust_1336,352.03,expired_card,1,2,5,97,1.12,card,0.286,1
pay_04155,cust_1554,5262.19,authentication_failed,3,7,8,532,3.97,netbanking,0.467,0
pay_04156,cust_1201,1456.72,bank_timeout,1,8,1,56,2.18,netbanking,0.889,0
pay_04157,cust_1879,9841.32,invalid_card,2,13,2,760,3.89,upi,0.867,1
pay_04158,cust_1725,815.25,bank_timeout,3,15,7,292,1.63,upi,0.682,0
pay_04159,cust_0389,866.94,authentication_failed,0,3,8,220,4.93,upi,0.273,1
pay_04160,cust_0226,608.7,expired_card,1,15,1,971,4.43,netbanking,0.938,0
pay_04161,cust_0812,959.54,insufficient_funds,0,13,6,434,1.48,netbanking,0.684,1
pay_04162,cust_1785,9523.73,authentication_failed,3,20,7,568,2.79,netbanking,0.741,0
pay_04163,cust_1248,2408.38,invalid_card,3,2,1,329,4.38,netbanking,0.667,0
pay_04164,cust_0355,336.43,invalid_card,1,7,5,128,0.2,netbanking,0.583,0
pay_04165,cust_0837,9734.15,authentication_failed,2,4,0,51,1.22,upi,1.0,1
pay_04166,cust_1579,2282.31,bank_timeout,0,3,4,803,0.93,upi,0.429,1
pay_04167,cust_1815,686.59,expired_card,2,19,5,517,2.24,card,0.792,1
pay_04168,cust_1019,412.6,insufficient_funds,2,20,2,803,3.62,netbanking,0.909,1
pay_04169,cust_1958,9697.43,invalid_card,1,18,7,451,2.51,card,0.72,0
pay_04170,cust_0624,2713.92,invalid_card,2,7,1,382,3.73,card,0.875,0
pay_04171,cust_2098,1608.04,bank_timeout,1,1,0,562,3.85,card,1.0,1
pay_04172,cust_2364,655.59,expired_card,3,1,3,444,3.61,card,0.25,0
pay_04173,cust_0751,898.31,expired_card,1,9,1,329,4.43,netbanking,0.9,1
pay_04174,cust_1802,9096.98,bank_timeout,3,15,4,775,0.79,card,0.789,1
pay_04175,cust_2498,1207.13,authentication_failed,0,10,1,954,2.45,card,0.909,1
pay_04176,cust_1381,865.29,insufficient_funds,1,8,0,708,4.35,card,1.0,1
pay_04177,cust_1125,2244.01,insufficient_funds,3,12,2,522,0.55,netbanking,0.857,1
pay_04178,cust_1438,7830.14,authentication_failed,1,6,7,553,1.92,upi,0.462,0
pay_04179,cust_1838,337.75,authentication_failed,1,20,1,534,1.96,netbanking,0.952,1
pay_04180,cust_1960,199.31,bank_timeout,3,18,6,823,0.89,card,0.75,1
pay_04181,cust_1134,591.34,insufficient_funds,0,7,8,538,2.55,netbanking,0.467,0
pay_04182,cust_0164,1573.4,authentication_failed,0,17,6,585,3.26,upi,0.739,0
pay_04183,cust_1246,755.09,bank_timeout,1,18,2,200,1.95,card,0.9,1
pay_04184,cust_1650,2369.41,invalid_card,2,9,5,525,3.56,netbanking,0.643,0
pay_04185,cust_1584,4824.37,expired_card,0,16,1,257,0.73,card,0.941,1
